text,preview
"
      Canadian News: *Feature Index*      ",
"
      Diary of a British Scientist, Part 2: Brushing up on Communication Skills      ",
"
      Proteomics: Resources      ",
"
      European Union News: *Feature Index*      ",
"
      PIOs: *Feature Index*      ",
"
      Running the Faculty Off the Tenure Track      ",
"
      Nouvelles Bourses de Recherche Ó l'UniversitÚ de MontrÚal      ",
"
      The Scarlet Letter: Tips for Obtaining the Best, and Avoiding the Worst, in Your Letters of Reference      ","
  
      You can exert a significant influence over the content and tone of letters that are sent out on your behalf  
"
"
      Site Review: WorkinfoNET      ",
"
      New Research Grants Announced at the University of Montreal      ",
"
      Young Scientists as Activists: Sharyl Nass      ",
"
      Field Report 7: A Day in the Life of a Spy      ",
"
      Young Scientists as Activists: *Feature Index*      ",
"
      Young Scientists as Activists: Linda McPheron      ",
"
      Young Scientists as Activists: Tara Riemer      ",
"
      Canadian Class of 1995 Earns Equivalent Pay But Has More Student Debt      ",
"
      Site Review: The BioIndustry Association      ",
"
      The Activated State: An Argument for Involved Scientists      ",
"
      Short-Term Contracts: Interview With Mike Dexter      ",
"
      Grants Chief Calls for Action on Short-Term Contracts      ",
"
      Young Scientists as Activists: Rama Kasturi      ",
"
      Careers Concordat Fails to Deliver Results for Contract Research Staff      ",
"
      Careers in Teaching: Teaching Inside and Outside an Undergraduate University      ",
"
      Learning to Think Like An Entrepreneur, Part Two      ","
  
      It is my long-held belief that if you study the traits of successful entrepreneurs, you will not only be ready to act like one when the time comes, but you will also better understand how to work with the entrepreneurial breed.  
"
"
      Marketing I, Mass-Market Channels in Promotion: Part XI of ""Learnin's From My MBA"" Series      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Grants and Grant Writing: *Index*      ",
"
      Professional Issues: *Index*      ",
"
      GrantDoctor: Where Can I Find Money For Elementary School Science? How Do I Get Instructions And Deadlines For R03 Grants?      ",
"
      Letter to the Boundary Panel      ",
"
      Grant Writing: NIH Review Up For Review      ",
"
      Marketing I, Brand Equity: Part XV of ""Learnin's From My MBA"" Series      ",
"
      Site Review: CareerStorm      ",
"
      Field Report 11: The Spy Gets the Inside Story      ",
"
      Reprints: *Index of Reprints and Selected Resources*      ",
"
      Grant Reviews, Part One: Introduction to the Review Process      ",
"
      The Thrill of the Paper, The Agony of the Review: Part One      ",
"
      GrantDoctor: How Do I Appeal A Grant Review? What Are Sources of Alternative Medicine Funding?      ",
"
      Rules of the Road: A Collection of Philosophies from Leaders of the Biotechnology Industry      ","
  
      I hope you will agree with me that there are some rules of success that don't get disclosed at the university level. I recently sought out the advice of others as to what these rules could be.  
"
"
      Grant Reviews, Part Two: Evolution of the Review Process at NIH and NSF      ",
"
      Q&A With Rita Colwell, Director of the National Science Foundation      ",
"
      GrantDoctor: *Index of Columns*      ",
"
      Marketing I, Distribution Strategy: Part XIV of ""Learnin''s From My MBA"" Series      ",
"
      Ottawa Life Sciences Council Adds a Job Fair to Their Annual Conference      ",
"
      Strategic Communication Inside and Outside of Academia      ","
  
      Many young scientists who venture into careers beyond academia find that the communication skills they learned in graduate school are inadequate  
"
"
      GrantDoctor: Does My Proposal Fit? How Do I Resubmit?      ",
"
      Site Review: Industry Canada      ",
"
      Field Report 10: It's All Relative      ",
"
      Diary of a British Scientist, Part 4: Back to School      ",
"
      Introducing the GrantDoctor      ",
"
      NIH Nixes Plan to Grant Ph.D.s      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Fewer Minorities Under New NSF Rules      ",
"
      The Ins and Outs of University Career Days      ","
  
      Now that the discussion about job futures for grad students and postdocs is reaching a fever pitch, many institutions are supporting open discussion on campus about the various career options available to scientists.  
"
"
      It's April and I Still Don't Have a Job! The Panicked Scientist's Guide to Accelerated Job Searches      ","
  
      In the spirit of lab and office tranquility, this column is about the Accelerated Job Search: the type of job search when you don't care what color your parachute is, you're just praying that something happens when you pull the ripcord!  
"
"
      Self-Assessment Exercises: A GRE for Your Ego and Superego      ","
  
      A number of your fellow young scientists are seeking career fields that are simply better suited to them than science  
"
"
      The Path of a C.V.      ","
  
      Here's what happens when you send in your C.V.  
"
"
      The Tooling Up Book Club: On the Market      ","
  
      On the Market is an ""emotional guide to the academic job search.""  
"
"
      How to Handle the Backwoods of Biotechnology      ","
  
      A biotech job search can be frustrating, especially if you live away from the biotechnology 'hot spots.'  
"
"
      Dressing Scientists for Success: Male Case Study      ","
  
      Scientists may find shopping for business attire perplexing at first, but this is easily overcome with a little research and the help of a few professionals.  
"
"
      What Are Headhunters and How Do They Work?      ","
  
      Do you know how the headhunting process works and how it might affect you someday?  
"
"
      His Mother Cried When He Went Into Sales      ","
  
      How one man's career change helped him keep his self-respect, make a few bucks, and have a blast on the business side of science  
"
"
      The Commandments of Cover Letter Creation      ","
  
      Writing a good cover letter boils down to making a decent presentation of your experience with the employer's needs foremost in mind  
"
"
      How to Write a Winning Résumé      ","
  
      Our columnist explains all you need to know about resumes and CVs  
"
How to keep a lab notebook,
